,Start date,Day-ahead Price (EUR/MWh)
0,2024-01-01 00:00:00+00:00,0.1
1,2024-01-01 00:15:00+00:00,0.1
2,2024-01-01 00:30:00+00:00,0.1
3,2024-01-01 00:45:00+00:00,0.1
4,2024-01-01 01:00:00+00:00,0.01
5,2024-01-01 01:15:00+00:00,0.01
6,2024-01-01 01:30:00+00:00,0.01
7,2024-01-01 01:45:00+00:00,0.01
8,2024-01-01 02:00:00+00:00,0.0
9,2024-01-01 02:15:00+00:00,0.0
10,2024-01-01 02:30:00+00:00,0.0
11,2024-01-01 02:45:00+00:00,0.0
12,2024-01-01 03:00:00+00:00,-0.01
13,2024-01-01 03:15:00+00:00,-0.01
14,2024-01-01 03:30:00+00:00,-0.01
15,2024-01-01 03:45:00+00:00,-0.01
16,2024-01-01 04:00:00+00:00,-0.03
17,2024-01-01 04:15:00+00:00,-0.03
18,2024-01-01 04:30:00+00:00,-0.03
19,2024-01-01 04:45:00+00:00,-0.03
20,2024-01-01 05:00:00+00:00,-0.02
21,2024-01-01 05:15:00+00:00,-0.02
22,2024-01-01 05:30:00+00:00,-0.02
23,2024-01-01 05:45:00+00:00,-0.02
24,2024-01-01 06:00:00+00:00,-0.05
25,2024-01-01 06:15:00+00:00,-0.05
26,2024-01-01 06:30:00+00:00,-0.05
27,2024-01-01 06:45:00+00:00,-0.05
28,2024-01-01 07:00:00+00:00,-0.02
29,2024-01-01 07:15:00+00:00,-0.02
30,2024-01-01 07:30:00+00:00,-0.02
31,2024-01-01 07:45:00+00:00,-0.02
32,2024-01-01 08:00:00+00:00,0.0
33,2024-01-01 08:15:00+00:00,0.0
34,2024-01-01 08:30:00+00:00,0.0
35,2024-01-01 08:45:00+00:00,0.0
36,2024-01-01 09:00:00+00:00,0.04
37,2024-01-01 09:15:00+00:00,0.04
38,2024-01-01 09:30:00+00:00,0.04
39,2024-01-01 09:45:00+00:00,0.04
40,2024-01-01 10:00:00+00:00,0.06
41,2024-01-01 10:15:00+00:00,0.06
42,2024-01-01 10:30:00+00:00,0.06
43,2024-01-01 10:45:00+00:00,0.06
44,2024-01-01 11:00:00+00:00,0.54
45,2024-01-01 11:15:00+00:00,0.54
46,2024-01-01 11:30:00+00:00,0.54
47,2024-01-01 11:45:00+00:00,0.54
48,2024-01-01 12:00:00+00:00,2.24
49,2024-01-01 12:15:00+00:00,2.24
50,2024-01-01 12:30:00+00:00,2.24
51,2024-01-01 12:45:00+00:00,2.24
52,2024-01-01 13:00:00+00:00,1.97
53,2024-01-01 13:15:00+00:00,1.97
54,2024-01-01 13:30:00+00:00,1.97
55,2024-01-01 13:45:00+00:00,1.97
56,2024-01-01 14:00:00+00:00,1.13
57,2024-01-01 14:15:00+00:00,1.13
58,2024-01-01 14:30:00+00:00,1.13
59,2024-01-01 14:45:00+00:00,1.13
60,2024-01-01 15:00:00+00:00,3.19
61,2024-01-01 15:15:00+00:00,3.19
62,2024-01-01 15:30:00+00:00,3.19
63,2024-01-01 15:45:00+00:00,3.19
64,2024-01-01 16:00:00+00:00,40.0
65,2024-01-01 16:15:00+00:00,40.0
66,2024-01-01 16:30:00+00:00,40.0
67,2024-01-01 16:45:00+00:00,40.0
68,2024-01-01 17:00:00+00:00,84.46
69,2024-01-01 17:15:00+00:00,84.46
70,2024-01-01 17:30:00+00:00,84.46
71,2024-01-01 17:45:00+00:00,84.46
72,2024-01-01 18:00:00+00:00,61.74
73,2024-01-01 18:15:00+00:00,61.74
74,2024-01-01 18:30:00+00:00,61.74
75,2024-01-01 18:45:00+00:00,61.74
76,2024-01-01 19:00:00+00:00,61.27
77,2024-01-01 19:15:00+00:00,61.27
78,2024-01-01 19:30:00+00:00,61.27
79,2024-01-01 19:45:00+00:00,61.27
80,2024-01-01 20:00:00+00:00,59.97
81,2024-01-01 20:15:00+00:00,59.97
82,2024-01-01 20:30:00+00:00,59.97
83,2024-01-01 20:45:00+00:00,59.97
84,2024-01-01 21:00:00+00:00,54.92
85,2024-01-01 21:15:00+00:00,54.92
86,2024-01-01 21:30:00+00:00,54.92
87,2024-01-01 21:45:00+00:00,54.92
88,2024-01-01 22:00:00+00:00,47.65
89,2024-01-01 22:15:00+00:00,47.65
90,2024-01-01 22:30:00+00:00,47.65
91,2024-01-01 22:45:00+00:00,47.65
92,2024-01-01 23:00:00+00:00,35.55
93,2024-01-01 23:15:00+00:00,35.55
94,2024-01-01 23:30:00+00:00,35.55
95,2024-01-01 23:45:00+00:00,35.55
96,2024-01-02 00:00:00+00:00,29.39
97,2024-01-02 00:15:00+00:00,29.39
98,2024-01-02 00:30:00+00:00,29.39
99,2024-01-02 00:45:00+00:00,29.39
100,2024-01-02 01:00:00+00:00,19.6
101,2024-01-02 01:15:00+00:00,19.6
102,2024-01-02 01:30:00+00:00,19.6
103,2024-01-02 01:45:00+00:00,19.6
104,2024-01-02 02:00:00+00:00,27.33
105,2024-01-02 02:15:00+00:00,27.33
106,2024-01-02 02:30:00+00:00,27.33
107,2024-01-02 02:45:00+00:00,27.33
108,2024-01-02 03:00:00+00:00,16.2
109,2024-01-02 03:15:00+00:00,16.2
110,2024-01-02 03:30:00+00:00,16.2
111,2024-01-02 03:45:00+00:00,16.2
112,2024-01-02 04:00:00+00:00,9.5
113,2024-01-02 04:15:00+00:00,9.5
114,2024-01-02 04:30:00+00:00,9.5
115,2024-01-02 04:45:00+00:00,9.5
116,2024-01-02 05:00:00+00:00,11.2
117,2024-01-02 05:15:00+00:00,11.2
118,2024-01-02 05:30:00+00:00,11.2
119,2024-01-02 05:45:00+00:00,11.2
120,2024-01-02 06:00:00+00:00,44.43
121,2024-01-02 06:15:00+00:00,44.43
122,2024-01-02 06:30:00+00:00,44.43
123,2024-01-02 06:45:00+00:00,44.43
124,2024-01-02 07:00:00+00:00,56.56
125,2024-01-02 07:15:00+00:00,56.56
126,2024-01-02 07:30:00+00:00,56.56
127,2024-01-02 07:45:00+00:00,56.56
128,2024-01-02 08:00:00+00:00,64.28
129,2024-01-02 08:15:00+00:00,64.28
130,2024-01-02 08:30:00+00:00,64.28
131,2024-01-02 08:45:00+00:00,64.28
132,2024-01-02 09:00:00+00:00,66.12
133,2024-01-02 09:15:00+00:00,66.12
134,2024-01-02 09:30:00+00:00,66.12
135,2024-01-02 09:45:00+00:00,66.12
136,2024-01-02 10:00:00+00:00,70.6
137,2024-01-02 10:15:00+00:00,70.6
138,2024-01-02 10:30:00+00:00,70.6
139,2024-01-02 10:45:00+00:00,70.6
140,2024-01-02 11:00:00+00:00,78.8
141,2024-01-02 11:15:00+00:00,78.8
142,2024-01-02 11:30:00+00:00,78.8
143,2024-01-02 11:45:00+00:00,78.8
144,2024-01-02 12:00:00+00:00,99.9
145,2024-01-02 12:15:00+00:00,99.9
146,2024-01-02 12:30:00+00:00,99.9
147,2024-01-02 12:45:00+00:00,99.9
148,2024-01-02 13:00:00+00:00,102.5
149,2024-01-02 13:15:00+00:00,102.5
150,2024-01-02 13:30:00+00:00,102.5
151,2024-01-02 13:45:00+00:00,102.5
152,2024-01-02 14:00:00+00:00,110.6
153,2024-01-02 14:15:00+00:00,110.6
154,2024-01-02 14:30:00+00:00,110.6
155,2024-01-02 14:45:00+00:00,110.6
156,2024-01-02 15:00:00+00:00,105.7
157,2024-01-02 15:15:00+00:00,105.7
158,2024-01-02 15:30:00+00:00,105.7
159,2024-01-02 15:45:00+00:00,105.7
160,2024-01-02 16:00:00+00:00,100.7
161,2024-01-02 16:15:00+00:00,100.7
162,2024-01-02 16:30:00+00:00,100.7
163,2024-01-02 16:45:00+00:00,100.7
164,2024-01-02 17:00:00+00:00,118.93
165,2024-01-02 17:15:00+00:00,118.93
166,2024-01-02 17:30:00+00:00,118.93
167,2024-01-02 17:45:00+00:00,118.93
168,2024-01-02 18:00:00+00:00,81.3
169,2024-01-02 18:15:00+00:00,81.3
170,2024-01-02 18:30:00+00:00,81.3
171,2024-01-02 18:45:00+00:00,81.3
172,2024-01-02 19:00:00+00:00,70.1
173,2024-01-02 19:15:00+00:00,70.1
174,2024-01-02 19:30:00+00:00,70.1
175,2024-01-02 19:45:00+00:00,70.1
176,2024-01-02 20:00:00+00:00,66.7
177,2024-01-02 20:15:00+00:00,66.7
178,2024-01-02 20:30:00+00:00,66.7
179,2024-01-02 20:45:00+00:00,66.7
180,2024-01-02 21:00:00+00:00,54.9
181,2024-01-02 21:15:00+00:00,54.9
182,2024-01-02 21:30:00+00:00,54.9
183,2024-01-02 21:45:00+00:00,54.9
184,2024-01-02 22:00:00+00:00,53.18
185,2024-01-02 22:15:00+00:00,53.18
186,2024-01-02 22:30:00+00:00,53.18
187,2024-01-02 22:45:00+00:00,53.18
188,2024-01-02 23:00:00+00:00,54.9
189,2024-01-02 23:15:00+00:00,54.9
190,2024-01-02 23:30:00+00:00,54.9
191,2024-01-02 23:45:00+00:00,54.9
192,2024-01-03 00:00:00+00:00,-0.39
193,2024-01-03 00:15:00+00:00,-0.39
194,2024-01-03 00:30:00+00:00,-0.39
195,2024-01-03 00:45:00+00:00,-0.39
196,2024-01-03 01:00:00+00:00,-1.61
197,2024-01-03 01:15:00+00:00,-1.61
198,2024-01-03 01:30:00+00:00,-1.61
199,2024-01-03 01:45:00+00:00,-1.61
200,2024-01-03 02:00:00+00:00,-1.39
201,2024-01-03 02:15:00+00:00,-1.39
202,2024-01-03 02:30:00+00:00,-1.39
203,2024-01-03 02:45:00+00:00,-1.39
204,2024-01-03 03:00:00+00:00,-1.31
205,2024-01-03 03:15:00+00:00,-1.31
206,2024-01-03 03:30:00+00:00,-1.31
207,2024-01-03 03:45:00+00:00,-1.31
208,2024-01-03 04:00:00+00:00,-1.39
209,2024-01-03 04:15:00+00:00,-1.39
210,2024-01-03 04:30:00+00:00,-1.39
211,2024-01-03 04:45:00+00:00,-1.39
212,2024-01-03 05:00:00+00:00,-1.95
213,2024-01-03 05:15:00+00:00,-1.95
214,2024-01-03 05:30:00+00:00,-1.95
215,2024-01-03 05:45:00+00:00,-1.95
216,2024-01-03 06:00:00+00:00,1.05
217,2024-01-03 06:15:00+00:00,1.05
218,2024-01-03 06:30:00+00:00,1.05
219,2024-01-03 06:45:00+00:00,1.05
220,2024-01-03 07:00:00+00:00,40.63
221,2024-01-03 07:15:00+00:00,40.63
222,2024-01-03 07:30:00+00:00,40.63
223,2024-01-03 07:45:00+00:00,40.63
224,2024-01-03 08:00:00+00:00,68.3
225,2024-01-03 08:15:00+00:00,68.3
226,2024-01-03 08:30:00+00:00,68.3
227,2024-01-03 08:45:00+00:00,68.3
228,2024-01-03 09:00:00+00:00,75.9
229,2024-01-03 09:15:00+00:00,75.9
230,2024-01-03 09:30:00+00:00,75.9
231,2024-01-03 09:45:00+00:00,75.9
232,2024-01-03 10:00:00+00:00,73.2
233,2024-01-03 10:15:00+00:00,73.2
234,2024-01-03 10:30:00+00:00,73.2
235,2024-01-03 10:45:00+00:00,73.2
236,2024-01-03 11:00:00+00:00,69.2
237,2024-01-03 11:15:00+00:00,69.2
238,2024-01-03 11:30:00+00:00,69.2
239,2024-01-03 11:45:00+00:00,69.2
240,2024-01-03 12:00:00+00:00,60.0
241,2024-01-03 12:15:00+00:00,60.0
242,2024-01-03 12:30:00+00:00,60.0
243,2024-01-03 12:45:00+00:00,60.0
244,2024-01-03 13:00:00+00:00,58.86
245,2024-01-03 13:15:00+00:00,58.86
246,2024-01-03 13:30:00+00:00,58.86
247,2024-01-03 13:45:00+00:00,58.86
248,2024-01-03 14:00:00+00:00,60.86
249,2024-01-03 14:15:00+00:00,60.86
250,2024-01-03 14:30:00+00:00,60.86
251,2024-01-03 14:45:00+00:00,60.86
252,2024-01-03 15:00:00+00:00,76.0
253,2024-01-03 15:15:00+00:00,76.0
254,2024-01-03 15:30:00+00:00,76.0
255,2024-01-03 15:45:00+00:00,76.0
256,2024-01-03 16:00:00+00:00,79.0
257,2024-01-03 16:15:00+00:00,79.0
258,2024-01-03 16:30:00+00:00,79.0
259,2024-01-03 16:45:00+00:00,79.0
260,2024-01-03 17:00:00+00:00,101.0
261,2024-01-03 17:15:00+00:00,101.0
262,2024-01-03 17:30:00+00:00,101.0
263,2024-01-03 17:45:00+00:00,101.0
264,2024-01-03 18:00:00+00:00,114.6
265,2024-01-03 18:15:00+00:00,114.6
266,2024-01-03 18:30:00+00:00,114.6
267,2024-01-03 18:45:00+00:00,114.6
268,2024-01-03 19:00:00+00:00,100.0
269,2024-01-03 19:15:00+00:00,100.0
270,2024-01-03 19:30:00+00:00,100.0
271,2024-01-03 19:45:00+00:00,100.0
272,2024-01-03 20:00:00+00:00,73.23
273,2024-01-03 20:15:00+00:00,73.23
274,2024-01-03 20:30:00+00:00,73.23
275,2024-01-03 20:45:00+00:00,73.23
276,2024-01-03 21:00:00+00:00,67.41
277,2024-01-03 21:15:00+00:00,67.41
278,2024-01-03 21:30:00+00:00,67.41
279,2024-01-03 21:45:00+00:00,67.41
280,2024-01-03 22:00:00+00:00,65.0
281,2024-01-03 22:15:00+00:00,65.0
282,2024-01-03 22:30:00+00:00,65.0
283,2024-01-03 22:45:00+00:00,65.0
284,2024-01-03 23:00:00+00:00,58.12
285,2024-01-03 23:15:00+00:00,58.12
286,2024-01-03 23:30:00+00:00,58.12
287,2024-01-03 23:45:00+00:00,58.12
288,2024-01-04 00:00:00+00:00,57.3
289,2024-01-04 00:15:00+00:00,57.3
290,2024-01-04 00:30:00+00:00,57.3
291,2024-01-04 00:45:00+00:00,57.3
292,2024-01-04 01:00:00+00:00,50.46
293,2024-01-04 01:15:00+00:00,50.46
294,2024-01-04 01:30:00+00:00,50.46
295,2024-01-04 01:45:00+00:00,50.46
296,2024-01-04 02:00:00+00:00,40.0
297,2024-01-04 02:15:00+00:00,40.0
298,2024-01-04 02:30:00+00:00,40.0
299,2024-01-04 02:45:00+00:00,40.0
300,2024-01-04 03:00:00+00:00,25.48
301,2024-01-04 03:15:00+00:00,25.48
302,2024-01-04 03:30:00+00:00,25.48
303,2024-01-04 03:45:00+00:00,25.48
304,2024-01-04 04:00:00+00:00,35.0
305,2024-01-04 04:15:00+00:00,35.0
306,2024-01-04 04:30:00+00:00,35.0
307,2024-01-04 04:45:00+00:00,35.0
308,2024-01-04 05:00:00+00:00,57.73
309,2024-01-04 05:15:00+00:00,57.73
310,2024-01-04 05:30:00+00:00,57.73
311,2024-01-04 05:45:00+00:00,57.73
312,2024-01-04 06:00:00+00:00,72.65
313,2024-01-04 06:15:00+00:00,72.65
314,2024-01-04 06:30:00+00:00,72.65
315,2024-01-04 06:45:00+00:00,72.65
316,2024-01-04 07:00:00+00:00,85.02
317,2024-01-04 07:15:00+00:00,85.02
318,2024-01-04 07:30:00+00:00,85.02
319,2024-01-04 07:45:00+00:00,85.02
320,2024-01-04 08:00:00+00:00,91.47
321,2024-01-04 08:15:00+00:00,91.47
322,2024-01-04 08:30:00+00:00,91.47
323,2024-01-04 08:45:00+00:00,91.47
324,2024-01-04 09:00:00+00:00,94.2
325,2024-01-04 09:15:00+00:00,94.2
326,2024-01-04 09:30:00+00:00,94.2
327,2024-01-04 09:45:00+00:00,94.2
328,2024-01-04 10:00:00+00:00,91.61
329,2024-01-04 10:15:00+00:00,91.61
330,2024-01-04 10:30:00+00:00,91.61
331,2024-01-04 10:45:00+00:00,91.61
332,2024-01-04 11:00:00+00:00,90.03
333,2024-01-04 11:15:00+00:00,90.03
334,2024-01-04 11:30:00+00:00,90.03
335,2024-01-04 11:45:00+00:00,90.03
336,2024-01-04 12:00:00+00:00,86.28
337,2024-01-04 12:15:00+00:00,86.28
338,2024-01-04 12:30:00+00:00,86.28
339,2024-01-04 12:45:00+00:00,86.28
340,2024-01-04 13:00:00+00:00,85.96
341,2024-01-04 13:15:00+00:00,85.96
342,2024-01-04 13:30:00+00:00,85.96
343,2024-01-04 13:45:00+00:00,85.96
344,2024-01-04 14:00:00+00:00,92.11
345,2024-01-04 14:15:00+00:00,92.11
346,2024-01-04 14:30:00+00:00,92.11
347,2024-01-04 14:45:00+00:00,92.11
348,2024-01-04 15:00:00+00:00,98.62
349,2024-01-04 15:15:00+00:00,98.62
350,2024-01-04 15:30:00+00:00,98.62
351,2024-01-04 15:45:00+00:00,98.62
352,2024-01-04 16:00:00+00:00,104.45
353,2024-01-04 16:15:00+00:00,104.45
354,2024-01-04 16:30:00+00:00,104.45
355,2024-01-04 16:45:00+00:00,104.45
356,2024-01-04 17:00:00+00:00,130.21
357,2024-01-04 17:15:00+00:00,130.21
358,2024-01-04 17:30:00+00:00,130.21
359,2024-01-04 17:45:00+00:00,130.21
360,2024-01-04 18:00:00+00:00,140.67
361,2024-01-04 18:15:00+00:00,140.67
362,2024-01-04 18:30:00+00:00,140.67
363,2024-01-04 18:45:00+00:00,140.67
364,2024-01-04 19:00:00+00:00,123.1
365,2024-01-04 19:15:00+00:00,123.1
366,2024-01-04 19:30:00+00:00,123.1
367,2024-01-04 19:45:00+00:00,123.1
368,2024-01-04 20:00:00+00:00,101.65
369,2024-01-04 20:15:00+00:00,101.65
370,2024-01-04 20:30:00+00:00,101.65
371,2024-01-04 20:45:00+00:00,101.65
372,2024-01-04 21:00:00+00:00,96.77
373,2024-01-04 21:15:00+00:00,96.77
374,2024-01-04 21:30:00+00:00,96.77
375,2024-01-04 21:45:00+00:00,96.77
376,2024-01-04 22:00:00+00:00,93.04
377,2024-01-04 22:15:00+00:00,93.04
378,2024-01-04 22:30:00+00:00,93.04
379,2024-01-04 22:45:00+00:00,93.04
380,2024-01-04 23:00:00+00:00,88.61
381,2024-01-04 23:15:00+00:00,88.61
382,2024-01-04 23:30:00+00:00,88.61
383,2024-01-04 23:45:00+00:00,88.61
384,2024-01-05 00:00:00+00:00,86.08
385,2024-01-05 00:15:00+00:00,86.08
386,2024-01-05 00:30:00+00:00,86.08
387,2024-01-05 00:45:00+00:00,86.08
388,2024-01-05 01:00:00+00:00,80.51
389,2024-01-05 01:15:00+00:00,80.51
390,2024-01-05 01:30:00+00:00,80.51
391,2024-01-05 01:45:00+00:00,80.51
392,2024-01-05 02:00:00+00:00,77.01
393,2024-01-05 02:15:00+00:00,77.01
394,2024-01-05 02:30:00+00:00,77.01
395,2024-01-05 02:45:00+00:00,77.01
396,2024-01-05 03:00:00+00:00,72.88
397,2024-01-05 03:15:00+00:00,72.88
398,2024-01-05 03:30:00+00:00,72.88
399,2024-01-05 03:45:00+00:00,72.88
400,2024-01-05 04:00:00+00:00,72.12
401,2024-01-05 04:15:00+00:00,72.12
402,2024-01-05 04:30:00+00:00,72.12
403,2024-01-05 04:45:00+00:00,72.12
404,2024-01-05 05:00:00+00:00,74.52
405,2024-01-05 05:15:00+00:00,74.52
406,2024-01-05 05:30:00+00:00,74.52
407,2024-01-05 05:45:00+00:00,74.52
408,2024-01-05 06:00:00+00:00,80.11
409,2024-01-05 06:15:00+00:00,80.11
410,2024-01-05 06:30:00+00:00,80.11
411,2024-01-05 06:45:00+00:00,80.11
412,2024-01-05 07:00:00+00:00,87.17
413,2024-01-05 07:15:00+00:00,87.17
414,2024-01-05 07:30:00+00:00,87.17
415,2024-01-05 07:45:00+00:00,87.17
416,2024-01-05 08:00:00+00:00,89.78
417,2024-01-05 08:15:00+00:00,89.78
418,2024-01-05 08:30:00+00:00,89.78
419,2024-01-05 08:45:00+00:00,89.78
420,2024-01-05 09:00:00+00:00,95.0
421,2024-01-05 09:15:00+00:00,95.0
422,2024-01-05 09:30:00+00:00,95.0
423,2024-01-05 09:45:00+00:00,95.0
424,2024-01-05 10:00:00+00:00,96.29
425,2024-01-05 10:15:00+00:00,96.29
426,2024-01-05 10:30:00+00:00,96.29
427,2024-01-05 10:45:00+00:00,96.29
428,2024-01-05 11:00:00+00:00,98.22
429,2024-01-05 11:15:00+00:00,98.22
430,2024-01-05 11:30:00+00:00,98.22
431,2024-01-05 11:45:00+00:00,98.22
432,2024-01-05 12:00:00+00:00,92.29
433,2024-01-05 12:15:00+00:00,92.29
434,2024-01-05 12:30:00+00:00,92.29
435,2024-01-05 12:45:00+00:00,92.29
436,2024-01-05 13:00:00+00:00,91.65
437,2024-01-05 13:15:00+00:00,91.65
438,2024-01-05 13:30:00+00:00,91.65
439,2024-01-05 13:45:00+00:00,91.65
440,2024-01-05 14:00:00+00:00,96.5
441,2024-01-05 14:15:00+00:00,96.5
442,2024-01-05 14:30:00+00:00,96.5
443,2024-01-05 14:45:00+00:00,96.5
444,2024-01-05 15:00:00+00:00,100.13
445,2024-01-05 15:15:00+00:00,100.13
446,2024-01-05 15:30:00+00:00,100.13
447,2024-01-05 15:45:00+00:00,100.13
448,2024-01-05 16:00:00+00:00,103.03
449,2024-01-05 16:15:00+00:00,103.03
450,2024-01-05 16:30:00+00:00,103.03
451,2024-01-05 16:45:00+00:00,103.03
452,2024-01-05 17:00:00+00:00,107.43
453,2024-01-05 17:15:00+00:00,107.43
454,2024-01-05 17:30:00+00:00,107.43
455,2024-01-05 17:45:00+00:00,107.43
456,2024-01-05 18:00:00+00:00,108.47
457,2024-01-05 18:15:00+00:00,108.47
458,2024-01-05 18:30:00+00:00,108.47
459,2024-01-05 18:45:00+00:00,108.47
460,2024-01-05 19:00:00+00:00,104.0
461,2024-01-05 19:15:00+00:00,104.0
462,2024-01-05 19:30:00+00:00,104.0
463,2024-01-05 19:45:00+00:00,104.0
464,2024-01-05 20:00:00+00:00,100.13
465,2024-01-05 20:15:00+00:00,100.13
466,2024-01-05 20:30:00+00:00,100.13
467,2024-01-05 20:45:00+00:00,100.13
468,2024-01-05 21:00:00+00:00,94.21
469,2024-01-05 21:15:00+00:00,94.21
470,2024-01-05 21:30:00+00:00,94.21
471,2024-01-05 21:45:00+00:00,94.21
472,2024-01-05 22:00:00+00:00,94.92
473,2024-01-05 22:15:00+00:00,94.92
474,2024-01-05 22:30:00+00:00,94.92
475,2024-01-05 22:45:00+00:00,94.92
476,2024-01-05 23:00:00+00:00,86.8
477,2024-01-05 23:15:00+00:00,86.8
478,2024-01-05 23:30:00+00:00,86.8
479,2024-01-05 23:45:00+00:00,86.8
480,2024-01-06 00:00:00+00:00,82.25
481,2024-01-06 00:15:00+00:00,82.25
482,2024-01-06 00:30:00+00:00,82.25
483,2024-01-06 00:45:00+00:00,82.25
484,2024-01-06 01:00:00+00:00,80.2
485,2024-01-06 01:15:00+00:00,80.2
486,2024-01-06 01:30:00+00:00,80.2
487,2024-01-06 01:45:00+00:00,80.2
488,2024-01-06 02:00:00+00:00,76.13
489,2024-01-06 02:15:00+00:00,76.13
490,2024-01-06 02:30:00+00:00,76.13
491,2024-01-06 02:45:00+00:00,76.13
492,2024-01-06 03:00:00+00:00,73.01
493,2024-01-06 03:15:00+00:00,73.01
494,2024-01-06 03:30:00+00:00,73.01
495,2024-01-06 03:45:00+00:00,73.01
496,2024-01-06 04:00:00+00:00,73.01
497,2024-01-06 04:15:00+00:00,73.01
498,2024-01-06 04:30:00+00:00,73.01
499,2024-01-06 04:45:00+00:00,73.01
500,2024-01-06 05:00:00+00:00,74.59
501,2024-01-06 05:15:00+00:00,74.59
502,2024-01-06 05:30:00+00:00,74.59
503,2024-01-06 05:45:00+00:00,74.59
504,2024-01-06 06:00:00+00:00,75.1
505,2024-01-06 06:15:00+00:00,75.1
506,2024-01-06 06:30:00+00:00,75.1
507,2024-01-06 06:45:00+00:00,75.1
508,2024-01-06 07:00:00+00:00,81.39
509,2024-01-06 07:15:00+00:00,81.39
510,2024-01-06 07:30:00+00:00,81.39
511,2024-01-06 07:45:00+00:00,81.39
512,2024-01-06 08:00:00+00:00,88.4
513,2024-01-06 08:15:00+00:00,88.4
514,2024-01-06 08:30:00+00:00,88.4
515,2024-01-06 08:45:00+00:00,88.4
516,2024-01-06 09:00:00+00:00,92.23
517,2024-01-06 09:15:00+00:00,92.23
518,2024-01-06 09:30:00+00:00,92.23
519,2024-01-06 09:45:00+00:00,92.23
520,2024-01-06 10:00:00+00:00,97.3
521,2024-01-06 10:15:00+00:00,97.3
522,2024-01-06 10:30:00+00:00,97.3
523,2024-01-06 10:45:00+00:00,97.3
524,2024-01-06 11:00:00+00:00,100.43
525,2024-01-06 11:15:00+00:00,100.43
526,2024-01-06 11:30:00+00:00,100.43
527,2024-01-06 11:45:00+00:00,100.43
528,2024-01-06 12:00:00+00:00,99.16
529,2024-01-06 12:15:00+00:00,99.16
530,2024-01-06 12:30:00+00:00,99.16
531,2024-01-06 12:45:00+00:00,99.16
532,2024-01-06 13:00:00+00:00,94.52
533,2024-01-06 13:15:00+00:00,94.52
534,2024-01-06 13:30:00+00:00,94.52
535,2024-01-06 13:45:00+00:00,94.52
536,2024-01-06 14:00:00+00:00,92.45
537,2024-01-06 14:15:00+00:00,92.45
538,2024-01-06 14:30:00+00:00,92.45
539,2024-01-06 14:45:00+00:00,92.45
540,2024-01-06 15:00:00+00:00,94.18
541,2024-01-06 15:15:00+00:00,94.18
542,2024-01-06 15:30:00+00:00,94.18
543,2024-01-06 15:45:00+00:00,94.18
544,2024-01-06 16:00:00+00:00,99.22
545,2024-01-06 16:15:00+00:00,99.22
546,2024-01-06 16:30:00+00:00,99.22
547,2024-01-06 16:45:00+00:00,99.22
548,2024-01-06 17:00:00+00:00,104.69
549,2024-01-06 17:15:00+00:00,104.69
550,2024-01-06 17:30:00+00:00,104.69
551,2024-01-06 17:45:00+00:00,104.69
552,2024-01-06 18:00:00+00:00,103.63
553,2024-01-06 18:15:00+00:00,103.63
554,2024-01-06 18:30:00+00:00,103.63
555,2024-01-06 18:45:00+00:00,103.63
556,2024-01-06 19:00:00+00:00,99.0
557,2024-01-06 19:15:00+00:00,99.0
558,2024-01-06 19:30:00+00:00,99.0
559,2024-01-06 19:45:00+00:00,99.0
560,2024-01-06 20:00:00+00:00,92.14
561,2024-01-06 20:15:00+00:00,92.14
562,2024-01-06 20:30:00+00:00,92.14
563,2024-01-06 20:45:00+00:00,92.14
564,2024-01-06 21:00:00+00:00,88.0
565,2024-01-06 21:15:00+00:00,88.0
566,2024-01-06 21:30:00+00:00,88.0
567,2024-01-06 21:45:00+00:00,88.0
568,2024-01-06 22:00:00+00:00,86.57
569,2024-01-06 22:15:00+00:00,86.57
570,2024-01-06 22:30:00+00:00,86.57
571,2024-01-06 22:45:00+00:00,86.57
572,2024-01-06 23:00:00+00:00,79.87
573,2024-01-06 23:15:00+00:00,79.87
574,2024-01-06 23:30:00+00:00,79.87
575,2024-01-06 23:45:00+00:00,79.87
576,2024-01-07 00:00:00+00:00,84.08
577,2024-01-07 00:15:00+00:00,84.08
578,2024-01-07 00:30:00+00:00,84.08
579,2024-01-07 00:45:00+00:00,84.08
580,2024-01-07 01:00:00+00:00,79.82
581,2024-01-07 01:15:00+00:00,79.82
582,2024-01-07 01:30:00+00:00,79.82
583,2024-01-07 01:45:00+00:00,79.82
584,2024-01-07 02:00:00+00:00,76.76
585,2024-01-07 02:15:00+00:00,76.76
586,2024-01-07 02:30:00+00:00,76.76
587,2024-01-07 02:45:00+00:00,76.76
588,2024-01-07 03:00:00+00:00,73.46
589,2024-01-07 03:15:00+00:00,73.46
590,2024-01-07 03:30:00+00:00,73.46
591,2024-01-07 03:45:00+00:00,73.46
592,2024-01-07 04:00:00+00:00,71.86
593,2024-01-07 04:15:00+00:00,71.86
594,2024-01-07 04:30:00+00:00,71.86
595,2024-01-07 04:45:00+00:00,71.86
596,2024-01-07 05:00:00+00:00,72.08
597,2024-01-07 05:15:00+00:00,72.08
598,2024-01-07 05:30:00+00:00,72.08
599,2024-01-07 05:45:00+00:00,72.08
600,2024-01-07 06:00:00+00:00,74.9
601,2024-01-07 06:15:00+00:00,74.9
602,2024-01-07 06:30:00+00:00,74.9
603,2024-01-07 06:45:00+00:00,74.9
604,2024-01-07 07:00:00+00:00,77.69
